4	tweet_textual_content	len	ID	Date	Source	Likes	RTs
268	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140950330324082689	Tue Jun 18 11:52:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	676
269	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140950255254425601	Tue Jun 18 11:51:53 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193
270	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950362683133953	Tue Jun 18 11:52:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
271	@THEHlGHTABLE Genie🤩	21	1140950224128466944	Tue Jun 18 11:51:45 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
272	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950366210555904	Tue Jun 18 11:52:19 +0000 2019	"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>"	0	2686
273	aladdin como é óbvio lmao https://t.co/yl1Gh7zCi5	49	1140950620465238016	Tue Jun 18 11:53:20 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
274	Wild Things: How a Dystopian Will Smith Movie Was Turned Into a Real-life Nightmare https://t.co/XeSxkZ44Fz	107	1140950467817529345	Tue Jun 18 11:52:44 +0000 2019	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0	0
275	RT @Chilli_Pari: A Whole New World (Ost Aladdin) dangdut version https://t.co/UPZZktcBzQ via @YouTube	101	1140950176191795201	Tue Jun 18 11:51:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8
276	"RT @sanho_drawing_: 190617
자스알라 첫만남(*˘︶˘*).｡.:*♡
#Jasmine #Aladdin https://t.co/KnBfgFPflC"	90	1140950330303057921	Tue Jun 18 11:52:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	11
277	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140950386489974786	Tue Jun 18 11:52:24 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377
278	Marie chorando no final de aladdin https://t.co/IN6H0DvcCq	58	1140950447697682435	Tue Jun 18 11:52:39 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
279	Acabo de ver un vídeo sobre Blackpink en América y Corea. Saludan a Will Smith super hypeadas y a Seungri en plan f… https://t.co/i9qlOQyhVP	140	1140950507348996098	Tue Jun 18 11:52:53 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0
280	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140950300414697472	Tue Jun 18 11:52:04 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	16109
281	"RT @sj_charts: #PinkMagic DIGITAL STREAM:

🎧Melon:https://t.co/AXg5NP9L0B
🎧FLO:https://t.co/jl5M6SIyO2
🎧Genie:https://t.co/wusx6Taw8F
🎧Nave…"	144	1140950623908614144	Tue Jun 18 11:53:21 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	107
282	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950274426540032	Tue Jun 18 11:51:57 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
283	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140950470351097856	Tue Jun 18 11:52:44 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16109
284	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140950164418355201	Tue Jun 18 11:51:31 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	377
285	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950514923757574	Tue Jun 18 11:52:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
286	RT @zzz_zZ__: 알라딘 후기 자스알라 개짱 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 보는내내 이짤방 생각나서 울엇다,,,,,고하네요 #Jasmine  #Aladdin &lt;이거임티 개귀여워 https://t.co/sUaK2ZQMo5	125	1140950207581921281	Tue Jun 18 11:51:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	34
287	#Nowplaying Gettin' Jiggy Wit It by Will Smith Listen Now at https://t.co/FtobKXuJ4A https://t.co/WU5BVwhzQN	108	1140950167107096576	Tue Jun 18 11:51:32 +0000 2019	"<a href=""https://inet4u.co.uk"" rel=""nofollow"">Twitter_Autopost_INET4URADIO</a>"	0	0
288	Kalo ka genie yg ikutan mah yg lain auto kalah 😭 https://t.co/VFINGjZtrx	73	1140950513388679168	Tue Jun 18 11:52:54 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
289	"RT @Hartes_Geld: Großer Erfolg nach #Migranten-Angriffen in Schwimmbädern in #München:
Wer schwimmen geht, genießt schon bei der Anfahrt Po…"	140	1140950487082160129	Tue Jun 18 11:52:48 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	200
290	i may have cried during Speechless #Aladdin	43	1140950602157035521	Tue Jun 18 11:53:16 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
291	RT @Chilli_Pari: A Whole New World (Ost Aladdin) dangdut version https://t.co/UPZZktcBzQ via @YouTube	101	1140950503246815232	Tue Jun 18 11:52:52 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	8
292	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950550239776771	Tue Jun 18 11:53:03 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
293	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140950625720721409	Tue Jun 18 11:53:21 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	193
294	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140950129987375107	Tue Jun 18 11:51:23 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16109
295	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140950454576320512	Tue Jun 18 11:52:40 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16109
296	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140950349844537344	Tue Jun 18 11:52:15 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193
297	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140950810102132736	Tue Jun 18 11:54:05 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	676
298	@MattMcAndrew Just saw it yesterday and really liked it. Will Smith made the genie his own without tarnishing the m… https://t.co/BUUBoxZcFA	140	1140951044329000961	Tue Jun 18 11:55:01 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
299	"RT @TEAMBTS_VN: 🗓 ARMY FIGHTING

Các giải tiếp theo chúng ta sắp VOTE:
💥 Teen Choice Music Awards
💥 M2 x Genie Music Awards 
💥 Soribada

(B…"	144	1140950954239352832	Tue Jun 18 11:54:39 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	51
300	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951242035867648	Tue Jun 18 11:55:48 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
301	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950719731646464	Tue Jun 18 11:53:44 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
302	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950938338729984	Tue Jun 18 11:54:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
303	"RT @MicroSFF: ""What is your wish?"" the genie asked.
""Can you make me immortal?""
""No, but I can give you the ability to stop and start aging…"	140	1140951113190891522	Tue Jun 18 11:55:17 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	249
304	RT @BadBoys: That's a wrap. #BadBoysForLife 1.17.20 // 🔄: Will Smith https://t.co/QeYn3dVWxI	93	1140950919363756034	Tue Jun 18 11:54:31 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	211
305	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950709942149120	Tue Jun 18 11:53:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
306	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951154215415808	Tue Jun 18 11:55:27 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
307	"RT @ArfMeasures: ME: I wish I had a TV camera I can look at in opportune moments

GENIE: um ok

ME: I wish everyone was gullible

GENIE: Do…"	140	1140950659656802304	Tue Jun 18 11:53:29 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	9733
308	"RT @BTSLAB_twt: 19/0618🇰🇷BTS Music Chart→20:00

📊방탄소년단 BoyWithLuv 실시간차트
[#아미가_스ㅁb할게_방탄은_음악만해]

#7 Melon
#7 FLO🔻1
#10 olleh 🔻1
#10 genie 🔻1…"	145	1140950808252411904	Tue Jun 18 11:54:05 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	52
309	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140951239028404225	Tue Jun 18 11:55:47 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120
310	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140951143431987200	Tue Jun 18 11:55:25 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
311	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140950871825477632	Tue Jun 18 11:54:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
312	RT @Javyrriki: Yo saliendo de ver Aladdin: https://t.co/nH64Ku7R9K	66	1140950666443014144	Tue Jun 18 11:53:31 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6127
313	Aladdin 2019 really is THAT movie	33	1140951186469789696	Tue Jun 18 11:55:35 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0
314	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950881908736000	Tue Jun 18 11:54:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2686
315	"RT @hidden_0203: 190615 Kpop Artist Festival 

#지범 #김지범 #jibeom #골든차일드 #Genie   #Golden_Child @Official_GNCD https://t.co/CzMGkwLSEZ"	132	1140950713712824320	Tue Jun 18 11:53:42 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	212
316	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951055972196352	Tue Jun 18 11:55:04 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
317	#latepost #aladdin #disney @ KOTA Cinema Mall https://t.co/5crLMsQjxy	69	1140950915081334785	Tue Jun 18 11:54:30 +0000 2019	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	0	0
318	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140951190873624576	Tue Jun 18 11:55:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193
319	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140950699666104320	Tue Jun 18 11:53:39 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377
320	dinner ready my aladdin 🌚🍽❤ https://t.co/hxjzO3m7vd	53	1140950961499693058	Tue Jun 18 11:54:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
321	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950829635006465	Tue Jun 18 11:54:10 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
322	RT @ficz1995: #aladdin #jasmine Page 01-03/08 พระสวามีของท่านสุลต่านที่ยังไม่คุ้นชินกับตำแหน่งนี้นัก! TBC https://t.co/jrOx0eMKSR	129	1140951201611018240	Tue Jun 18 11:55:38 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2128
323	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140950846580101120	Tue Jun 18 11:54:14 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	6120
324	"RT @wsethailand: เห็นว่าอินกับ #Aladdin เอาไปอีกสักเพลงนะพ่อนะ @Tawan_V 

#Tawan_V https://t.co/6sVKe9qXvR"	106	1140950703625478144	Tue Jun 18 11:53:40 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	225
325	"RT @happydanielfan: Tr: Aladdin = Nieladdin !! 🤩

When I saw Aladdin, I thought the lead’s dance would have suited Daniel well..
Seriously…"	140	1140951200533057537	Tue Jun 18 11:55:38 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	27
326	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950773062225921	Tue Jun 18 11:53:56 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
327	I know someone already made art for it but im rlly in a mood for jondami aladdin au,,,,,,,	90	1140950805001859072	Tue Jun 18 11:54:04 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
328	"RT @btsvotingcrew: 🗓 ARMY REMINDERS:

Upcoming 'possible' Voting Awards Shows: 
📍 Teen Choice Music Awards
📍 M2 x Genie Music Awards 
📍 Sor…"	144	1140951097856544768	Tue Jun 18 11:55:14 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	132
329	"idade: 20
altura: 1,52
tamanho do pé: 36
cor favorita: azul/verde
filme favorito: Aladdin  
música favorita (atualm… https://t.co/DpObO6Z7vQ"	140	1140951051094413313	Tue Jun 18 11:55:03 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0
330	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140950852112396288	Tue Jun 18 11:54:15 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16109
331	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140951026104582144	Tue Jun 18 11:54:57 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377
332	"【弾いてみた】

ディズニー映画Aladdinより
A whole new world 

この間映画やっと見てきました泣いた
アラジンは曲がかっこいい、この曲も好きやけど他の曲もほんとにかっこいい
映画絶対見て絶対ね… https://t.co/2EEWpz9C68"	134	1140951012749873152	Tue Jun 18 11:54:53 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	6	3
333	"RT @TEAMBTS_VN: 🗓 ARMY FIGHTING

Các giải tiếp theo chúng ta sắp VOTE:
💥 Teen Choice Music Awards
💥 M2 x Genie Music Awards 
💥 Soribada

(B…"	144	1140951225099153408	Tue Jun 18 11:55:44 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	51
334	@TommyDoyle47 He’s not taking over for Will Smith	49	1140951031301517313	Tue Jun 18 11:54:58 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
335	"RT @jess_tutoriales: ⚠️NUEVA INFORMACIÓN DE GENIE⚠️

¿Genie Music es solo para K-fans o tambiem podrá I-fans votar?

""Más información sobre…"	140	1140950730536357888	Tue Jun 18 11:53:46 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4
336	"RT @btsvotingcrew: 🗓 ARMY REMINDERS:

Upcoming 'possible' Voting Awards Shows: 
📍 Teen Choice Music Awards
📍 M2 x Genie Music Awards 
📍 Sor…"	144	1140951074632818694	Tue Jun 18 11:55:08 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	132
337	@THEHlGHTABLE Genie? Or God? 🤔	31	1140950750886936577	Tue Jun 18 11:53:51 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
338	Can the Red Sox trade for Will Smith, please?	45	1140951217654231040	Tue Jun 18 11:55:42 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0
339	#Nowplaying Gettin' Jiggy Wit It by Will Smith Listen Now at https://t.co/FtobKXuJ4A https://t.co/pLBiAbmZOE	108	1140950921872125953	Tue Jun 18 11:54:32 +0000 2019	"<a href=""https://inet4u.co.uk"" rel=""nofollow"">Twitter_Autopost_INET4URADIO</a>"	0	0
340	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950898790686721	Tue Jun 18 11:54:26 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
341	RT @chloesfairchild: mena kissing naomi's hand 💖💖 #Aladdin https://t.co/aDMIyyeOFU	84	1140951010388525056	Tue Jun 18 11:54:53 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8
342	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951027656486913	Tue Jun 18 11:54:57 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
343	"RT @wsethailand: เห็นว่าอินกับ #Aladdin เอาไปอีกสักเพลงนะพ่อนะ @Tawan_V 

#Tawan_V https://t.co/6sVKe9qXvR"	106	1140951008618483712	Tue Jun 18 11:54:52 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	225
344	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140950812455124993	Tue Jun 18 11:54:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	377
345	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950647765778435	Tue Jun 18 11:53:26 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
346	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140950641524846593	Tue Jun 18 11:53:25 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	16109
347	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140950754200453120	Tue Jun 18 11:53:52 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
348	"#AshleyO ""On A Roll"" - 09:00 KST:

#1 Bugs (=)
#1 Mnet (=)
#1 Genie (=)
#1 MelOn (=)
#1 Soribada (=)
#1 FLO (=)"	111	1140950914058113024	Tue Jun 18 11:54:30 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	6	0
349	"RT @btsvotingcrew: 🗓 ARMY REMINDERS:

Upcoming 'possible' Voting Awards Shows: 
📍 Teen Choice Music Awards
📍 M2 x Genie Music Awards 
📍 Sor…"	144	1140951091430866944	Tue Jun 18 11:55:12 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	132
350	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140950901089341441	Tue Jun 18 11:54:27 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	193
351	"RT @BTSLAB_twt: 19/0618🇰🇷BTS Music Chart→20:00

📊방탄소년단 BoyWithLuv 실시간차트
[#아미가_스ㅁb할게_방탄은_음악만해]

#7 Melon
#7 FLO🔻1
#10 olleh 🔻1
#10 genie 🔻1…"	145	1140951142907576320	Tue Jun 18 11:55:24 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	52
352	"RT @donghaebluue: Yesung's name is trending on melon and genie search 💙💙🙆‍♀️
#SuperJunior #PinkMagic @SJofficial @shfly3424 https://t.co/wn…"	143	1140950754934476800	Tue Jun 18 11:53:52 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	145
353	"RT @hwieduwilt: Irgendwo im Bundesverkehrsministerium federt jetzt ein Beamter durch die Flure und genießt das ""told you so""-Gefühl seines…"	139	1140951226173067265	Tue Jun 18 11:55:44 +0000 2019	"<a href=""http://ratko.comeze.com/odlicanmix"" rel=""nofollow"">odlicanmix</a>"	0	28
354	RT @junior_sck: 5 ans d’études viennent d’être clôturées. Al Hamdoulilah ingénieur genie civil 🏗 avec la mentien Bien 🎓 #soutenance #BTP ht…	142	1140950770751299585	Tue Jun 18 11:53:56 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	293
355	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951090172588033	Tue Jun 18 11:55:12 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
356	"RT @sj_charts: #PinkMagic DIGITAL STREAM:

🎧Melon:https://t.co/AXg5NP9L0B
🎧FLO:https://t.co/jl5M6SIyO2
🎧Genie:https://t.co/wusx6Taw8F
🎧Nave…"	144	1140950954981974016	Tue Jun 18 11:54:40 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	107
357	RT @25_01cm: สำหรับใครที่ต้องการ Stream เองผ่านแอป Melon, Genie แนะนำให้สตรีมตาม playlist นี้นะครับ ถ้าจะสตรีมผ่าน Spotify แนะนำให้เปิด vpn…	140	1140950681542545408	Tue Jun 18 11:53:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	15
358	A Whole New World (End Title)[From Aladdin](From Aladdin) https://t.co/d2YNiXDkJC https://t.co/sacyeVy91d	105	1140951083918868482	Tue Jun 18 11:55:10 +0000 2019	"<a href=""http://wesingapp.com/"" rel=""nofollow"">WeSing!</a>"	0	0
