4	tweet_textual_content	len	ID	Date	Source	Likes	RTs
83	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949124994482176	Tue Jun 18 11:47:23 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
84	RT @nflying_charts: N.Flying’s Rooftop has surpassed 38 million streams on Genie.	81	1140949224852508673	Tue Jun 18 11:47:47 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	7
85	i saw godzilla and aladdin this weekend and thought both were excellent	71	1140949168602734592	Tue Jun 18 11:47:34 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
86	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140949340568997890	Tue Jun 18 11:48:15 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	676
87	@ScooterMagruder Will Smith as Will Smith	41	1140949385229950976	Tue Jun 18 11:48:25 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
88	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949057759666176	Tue Jun 18 11:47:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
89	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949449050660864	Tue Jun 18 11:48:41 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2684
90	e mais uma vez me encontro viciada nas músicas do filme do aladdin	66	1140949206686928896	Tue Jun 18 11:47:43 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
91	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949287133536256	Tue Jun 18 11:48:02 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
92	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949102072492033	Tue Jun 18 11:47:18 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	2684
93	RT @Cami_Ariste: Toy Story, el Rey León, Aladdin y todas las películas que se estrenan de Disney deberían ser para mayores de 18 años así n…	140	1140949286357753856	Tue Jun 18 11:48:02 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4
94	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949573965406208	Tue Jun 18 11:49:10 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2684
95	"RT @weareoneEXO: 레이 LAY [Honey]

🎧Melon: https://t.co/gEpoWBX55j
🎧FLO: https://t.co/YViy7WBxL5
🎧genie: https://t.co/lSdgn11JEQ
🎧NAVER MUSIC…"	144	1140949156019810305	Tue Jun 18 11:47:31 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	32873
96	RT @cumarachel: Jadi inget film Enemy of The State-nya Will Smith. Dimana negara punya otoritas penuh untuk mengintai dan memata-matai warg…	140	1140949096435335174	Tue Jun 18 11:47:17 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	57
97	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140949975192367105	Tue Jun 18 11:50:46 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
98	Marc Anthony, Will Smith, Bad Bunny - Está Rico (Official Video) (1)	68	1140949939213783041	Tue Jun 18 11:50:37 +0000 2019	"<a href=""https://radio.co"" rel=""nofollow"">Radio.co now playing</a>"	0	0
99	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140949671294013444	Tue Jun 18 11:49:34 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
100	"RT @BTSLAB_twt: 19/0618🇰🇷BTS Music Chart→20:00

📊방탄소년단 BoyWithLuv 실시간차트
[#아미가_스ㅁb할게_방탄은_음악만해]

#7 Melon
#7 FLO🔻1
#10 olleh 🔻1
#10 genie 🔻1…"	145	1140950015415730186	Tue Jun 18 11:50:56 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	52
101	@AoktaviandikaTR Astagfiruloh awkwkw, kaget aing, ada user aladdin ngomen, kirain sapa gataunya malih bin bhambwang… https://t.co/x6Qou9iSjj	140	1140949812256243712	Tue Jun 18 11:50:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
102	"RT @DodgersNation: We think it’s time for Will Smith to make his way back to the main roster.

#ThisIsDodgersNation #LABleedsBlue #Dodgers…"	139	1140949672812433408	Tue Jun 18 11:49:34 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	3
103	"RT @Starrysky_97: 190615 팬싸인회 유주
#유주 #체리블렛 
#CherryBullet #YuJu
@cherrybullet

소원을 말해봐(Genie) 
4k: 📽️https://t.co/WHJnDKZrvC https://t.co/d…"	141	1140949921572347904	Tue Jun 18 11:50:33 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	27
104	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140949983618711554	Tue Jun 18 11:50:48 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
105	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140949953390317568	Tue Jun 18 11:50:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
106	"RT @TimothyDeLaG: Aladdin who!? 
I’m stealing all the things this season of @EscapeTheNight https://t.co/tcZBWXToLV"	115	1140950054087229441	Tue Jun 18 11:51:05 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	139
107	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140950004963500032	Tue Jun 18 11:50:53 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120
108	"[genie][공유]운 듯 - 이소라
https://t.co/bVqNCUZEOx"	44	1140949781767786497	Tue Jun 18 11:50:00 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0
109	#Aladdin	8	1140949982461288448	Tue Jun 18 11:50:48 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0
110	RT @cumarachel: Jadi inget film Enemy of The State-nya Will Smith. Dimana negara punya otoritas penuh untuk mengintai dan memata-matai warg…	140	1140950046453772295	Tue Jun 18 11:51:03 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	57
111	@askmenfess gantengan genie nya😔👍	35	1140949699064561664	Tue Jun 18 11:49:40 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
112	RT @zzz_zZ__: 알라딘 후기 자스알라 개짱 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 보는내내 이짤방 생각나서 울엇다,,,,,고하네요 #Jasmine  #Aladdin &lt;이거임티 개귀여워 https://t.co/sUaK2ZQMo5	125	1140949736033095680	Tue Jun 18 11:49:49 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	34
113	"and nothing more

 #Aladdin https://t.co/8juYEfjq6f"	51	1140949872687878144	Tue Jun 18 11:50:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
114	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950096613392384	Tue Jun 18 11:51:15 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
115	"RT @ronniesramirez: no one:

mena &amp; naomi: 🤝

#aladdin https://t.co/IOGkxNEE3q"	83	1140949893160165376	Tue Jun 18 11:50:27 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	41
116	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949760028790784	Tue Jun 18 11:49:55 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2684
117	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949873287561217	Tue Jun 18 11:50:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2684
118	RT @Javyrriki: Yo saliendo de ver Aladdin: https://t.co/nH64Ku7R9K	66	1140949967432867840	Tue Jun 18 11:50:44 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6127
119	RT @zzz_zZ__: 알라딘 후기 자스알라 개짱 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 보는내내 이짤방 생각나서 울엇다,,,,,고하네요 #Jasmine  #Aladdin &lt;이거임티 개귀여워 https://t.co/sUaK2ZQMo5	125	1140949731968819200	Tue Jun 18 11:49:48 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	34
120	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140949966157832193	Tue Jun 18 11:50:44 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
121	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140949623512506369	Tue Jun 18 11:49:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676
122	"RT @nimiovnimio: 190618 업데이트 #빅스 #레오 #LEO #MUSE #로맨티시즘 &lt;Dance Performance&gt;
https://t.co/pHZYNdV8A7 [GENIE MUSIC] 사각라이브 https://t.co/yyb1pGm…"	146	1140949724196851713	Tue Jun 18 11:49:46 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	97
123	"RT @btsvotingcrew: 🗓 ARMY REMINDERS:

Upcoming 'possible' Voting Awards Shows: 
📍 Teen Choice Music Awards
📍 M2 x Genie Music Awards 
📍 Sor…"	144	1140950076711243776	Tue Jun 18 11:51:10 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	132
124	"RT @ronniesramirez: why does it look like naomi is asking if she can hold mena's hand and he's like of course! lol 
#aladdin https://t.co/h…"	140	1140950045597958144	Tue Jun 18 11:51:03 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	37
125	A Whole New World (Ost Aladdin) dangdut version https://t.co/UPZZktcBzQ via @YouTube	84	1140949897195114496	Tue Jun 18 11:50:27 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	36	8
126	Erstmal den frisch eingeflogenen Sensha mit @Ooyamaneko_san genießen. 💚 https://t.co/wWF5Lgw6st	96	1140949689136832512	Tue Jun 18 11:49:38 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1	1
127	@letzgedittt Aladdin	20	1140950058545942529	Tue Jun 18 11:51:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0
128	RT @disneynatico: eu pensando que nunca vou participar de uma cena romântica igual o aladdin e jasmine pqe ninguém me quer e tapetes não vo…	140	1140950116364443648	Tue Jun 18 11:51:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	785
129	"dari nonton aladdin, balikanya pas naik motor tiba"" nyanyi a whole new world sendiri."	85	1140949992669978624	Tue Jun 18 11:50:50 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
130	RT @zzz_zZ__: 알라딘 후기 자스알라 개짱 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 보는내내 이짤방 생각나서 울엇다,,,,,고하네요 #Jasmine  #Aladdin &lt;이거임티 개귀여워 https://t.co/sUaK2ZQMo5	125	1140949975414657026	Tue Jun 18 11:50:46 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	34
131	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140949939549163521	Tue Jun 18 11:50:38 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
132	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949721646866433	Tue Jun 18 11:49:46 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
133	RT @AnnaRADM: #GolanHeights is sitting on a billion dollar oil reserve discovered in late 2015 by Genie Oil. Its board includes Rothschild,…	140	1140950056838815745	Tue Jun 18 11:51:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	29
134	RT @iyanfidael: Aladdin: I CAN SHO- https://t.co/PR5cmMOazT	59	1140949612989075461	Tue Jun 18 11:49:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2723
135	RT @titanbaddie: Never forget that Will Smith gave us Switch. https://t.co/j3vuuXayev	85	1140949874311159809	Tue Jun 18 11:50:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	105
136	@youxeverything aladdin’s sUIT— and i oop https://t.co/cpPITX6erJ	65	1140949878140522496	Tue Jun 18 11:50:23 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2	1
137	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140949833370312704	Tue Jun 18 11:50:12 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
138	Killed it in the gym, still fighting for Will Smith body (focus )! Listening to Ms Hill Haters going to hate ! #weightincrease	126	1140949782950793221	Tue Jun 18 11:50:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
139	"RT @dpl_km: dress👗
#アラジン
#aladdin
#Jasmine https://t.co/zZMcO9NGrF"	67	1140950087201247237	Tue Jun 18 11:51:13 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	694
140	31 - aladdin (2019) https://t.co/1XixzcaJh0	43	1140949737677500416	Tue Jun 18 11:49:49 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
141	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140949597352689665	Tue Jun 18 11:49:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377
142	@askmenfess Aladdin sama greatest showman	41	1140949857495998467	Tue Jun 18 11:50:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
143	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140949876336783360	Tue Jun 18 11:50:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
144	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140949929671548928	Tue Jun 18 11:50:35 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
145	RT @RCizeau: Excuse nous le genie du 60 https://t.co/6o1ZVXmECA	63	1140949672472788992	Tue Jun 18 11:49:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1
146	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950063851560962	Tue Jun 18 11:51:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
147	"RT @TheMukkamala: * Sagara Sangamam (1983) - K Viswanath - @ikamalhaasan 
* The Pursuit of Happyness (2006) - Gabriele Muccino - Will Smith…"	140	1140949772703952901	Tue Jun 18 11:49:58 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	754
148	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949939129704449	Tue Jun 18 11:50:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
149	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140949661160632321	Tue Jun 18 11:49:31 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
150	"RT @ronniesramirez: and i oop-
#aladdin https://t.co/JvK22H10Gb"	63	1140950067127308288	Tue Jun 18 11:51:08 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	25
151	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949812491112448	Tue Jun 18 11:50:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
152	@NikSput Nur das Genie bescherrscht das Chaos 🤷‍♀️😎	53	1140949920733704192	Tue Jun 18 11:50:33 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0
153	RT @theburrgerking: This dance sequence in #Aladdin is THE 👏 BOMB 👏 @MenaMassoud https://t.co/0OAST9Yqpb	106	1140949631875964935	Tue Jun 18 11:49:24 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	75
154	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949893734961153	Tue Jun 18 11:50:27 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
155	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140949808972046336	Tue Jun 18 11:50:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	676
156	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140949703246266368	Tue Jun 18 11:49:41 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
157	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140949706333253633	Tue Jun 18 11:49:42 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
158	"RT @GCRadio899fm: #NewMusicMonday with The Radio Genie @OfficialMaharaj #ValedictorySessions

NP ALAKORI! @falzthebahdguy ft @DiceAiles htt…"	140	1140949606630600704	Tue Jun 18 11:49:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
159	#bambi #hercules #Aladdin #drawing #draw #art #sketch #illustration #disney https://t.co/3OkvxkiVoe	99	1140949588096036868	Tue Jun 18 11:49:14 +0000 2019	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	0	0
160	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140949663064838145	Tue Jun 18 11:49:32 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
161	"RT @disneyaladdin: “If you don’t have anything, you have to act like you own everything.” 

Disney’s #Aladdin is now playing in theaters. G…"	140	1140949965918724096	Tue Jun 18 11:50:44 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	585
162	"RT @ExoChartBot: 190618 18 KST #LoveShot
Melon 53rd ▽5
Genie 96th ▽18
#EXO https://t.co/mhSNy5h9Sg"	98	1140949705528094720	Tue Jun 18 11:49:42 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4
163	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949953004605441	Tue Jun 18 11:50:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
164	RT @outroshri: @youxeverything aladdin’s sUIT— and i oop https://t.co/cpPITX6erJ	80	1140949993257406465	Tue Jun 18 11:50:50 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1
165	You will feel it «Calling In The Air Tonight», versprochen: Genesis-Genie und «Easy Lover» Phil Collins beglückt he… https://t.co/xiuiR4QRll	140	1140949789212852225	Tue Jun 18 11:50:02 +0000 2019	"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>"	1	0
166	@Biletiva Ben dün Ankara Arcadium sinemalarında Aladdin 13:40 seansına bilet aldım. Fakat işim çıktı gidemeyeceğim.… https://t.co/SqWeM9d8ZF	140	1140950079190315008	Tue Jun 18 11:51:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
167	@affensohn Von dem haben wir auch schon gehört und es lohnt sich. Genieß ihn ☕	78	1140949898197708800	Tue Jun 18 11:50:28 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0
168	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140949914593005568	Tue Jun 18 11:50:32 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	377
169	"[genie] [메세지] 
[공유] ♬술이 문제야 - 장혜진 &amp; 윤민수 (바이브)
 https://t.co/nUVVIu5Zo0"	74	1140949949359591424	Tue Jun 18 11:50:40 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0
170	"RT @beaIstreet: beyoncé não pode ser a nala porque não tem voz de leão 

will smith não pode ser o gênio porque não é azul

zendaya não pod…"	140	1140949850588164096	Tue Jun 18 11:50:16 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	25
171	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950112866197504	Tue Jun 18 11:51:19 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
172	RT @MenaMassoud: Yam jam. Fig jam. We got all the jams. What jam is your jam? #Aladdin https://t.co/SbN39kloMd	110	1140949917822795777	Tue Jun 18 11:50:32 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	3925
173	BOGO FREE! Genie Jinn Aladdin Disney magical oil lamp Modern Cross Stitch pattern decor DIY pdf pattern instant dow… https://t.co/UZNWLUEjk3	140	1140949752772726785	Tue Jun 18 11:49:53 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0
174	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140949797337096192	Tue Jun 18 11:50:04 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377
175	ウィルスミスによる、ウィルスミスのための、ウィルスミス映画だった。#Aladdin	41	1140949693045698560	Tue Jun 18 11:49:39 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
176	BOGO FREE! Genie Jinn Aladdin Princess Jasmine Disney magical oil lamp Modern Cross Stitch decor DIY pdf pattern in… https://t.co/S10c4VJUSV	140	1140949699509272577	Tue Jun 18 11:49:40 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0
